conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45a16833-6666-488d-aadf-e02e569275e8,bruke teknologi for kriminaltekniske undersøkelser,released,skill/competence,cross-sector,,Benytte spesialiserte verktøy som brukes til kriminaltekniske undersøkelser.,http://data.europa.eu/esco/skill/42fcf80d-7b45-40f3-bd2f-5411c4c0dfa0 | http://data.europa.eu/esco/skill/114a5cda-0ef1-4065-a064-755260aaa77e | http://data.europa.eu/esco/skill/7ca69606-5ffc-4668-ae53-713c1f1612e6,identifisere teknologiske behov | utføre kriminaltekniske undersøkelser | betjene vitenskapelig og laboratorisk utstyr
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45f1ae17-c20d-40fc-9307-7d33b6ca9213,bildegjenkjenning,released,knowledge,cross-sector,visuell deteksjon | bildetolkning | bildedeteksjon | bildefortolkning | visuell gjenkjennelse | visuell gjenkjenning,"En prosess designet for å oppdage og identifisere en funksjon eller et objekt i et bilde eller en video. Denne prosessen brukes blant annet i medisinsk bildebehandling, sikkerhetsovervåking eller feildeteksjon. Nøkkelteknikk for et bredt spekter av bruksområder som automatisert kjøring, bildeklassifisering eller visuell inspeksjon.
	",http://data.europa.eu/esco/isced-f/0619,ikke annetsteds klassifisert informasjons- og kommunikasjonsteknologi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/465e7c78-cd26-4503-a5ca-40009e807705,vurdere brukeres interaksjon med IKT-applikasjoner,released,skill/competence,sector-specific,,"Vurdere hvordan brukerne samhandler med IKT-applikasjoner, for å analysere atferden deres, trekke konklusjoner (for eksempel om motivene, forventningene og målene deres) og forbedre funksjonaliteten til applikasjonene.",http://data.europa.eu/esco/skill/c206d301-14b0-4bea-8028-a3749303a512,overvåke og evaluere enkeltpersoners ytelse
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/46e93774-7c6a-4dc5-bae9-be97cc461093,inter-organisatorisk mellomvaresystem,released,knowledge,sector-specific,IOMS,"En programvareinfrastruktur som fungerer som et mellomlag mellom applikasjoner for å muliggjøre datautveksling, interoperabilitet og kommunikasjon. Den har som mål å tilby standardiserte protokoller og tjenester mellom organisasjoner for å fremme deres samhandling.
	",http://data.europa.eu/esco/isced-f/0612,utvikling og administrasjon av databaser og datanett
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/46ec0033-3c71-415e-bcff-b065675ba2dc,integrere IKT-data,released,skill/competence,sector-specific,,Kombinere data fra ulike kilder for å gi en enhetlig visning av dette datasettet.,http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"innhente, forvalte og lagre data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4720fc66-0202-4a4b-bbe8-129d908e5a15,forhindre tekniske problemer med systemer for medieintegrering,released,skill/competence,occupation-specific,,"Tilpasse bruken av utstyr og programvare for medieintegrering for å hindre uønskede endringer i det generelle bildet og designet, og sikre den generelle kvaliteten på kunstfremføring eller opptreden. Inkludert fysiske og digitale problemer som latenstid, interferens eller prosessorbelastning.
	",http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,betjene audiovisuelt utstyr
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4754d9fe-dc3a-4f8f-8ea6-5dbcea3a21ca,utvikle system for datasyn,released,skill/competence,cross-sector,utvikle programvare for bevegelsesopptak | utvikle OCR,"Bruke og kombinere forskjellige verktøy og metoder for datasyn, for eksempel bildeinnhenting, bildebehandling, bildesegmentering og -klassifisering, deteksjon osv. i ett system for å la datamaskiner hente informasjon fra digitale bilder, for eksempel bilder eller video.
	",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programmering av datasystemer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/479944ef-8d2c-4279-b3d1-2b85c761fb30,administrere radiologisk informasjonssystem,released,skill/competence,sector-specific,,"Utvikle og vedlikeholde en database for å oppbevare, administrere og distribuere radiologiske bilder og data.",http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1 | http://data.europa.eu/esco/skill/b769f524-0f25-44d7-8538-5c46710a040e | http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,bruke databaser | administrere digitale dokumenter | administrasjon av informasjon
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/47a2917b-a771-4687-90fc-5562523cf4a6,bruke 3D-visualiseringsteknikker for ytelse,released,skill/competence,occupation-specific,,"Visualisere et ytelsesmiljø ved bruk av 3D-programmer og programvare for visualisering. Skape et konseptbevis for det tekniske designet ved hjelp av 3D CGI, modellering eller skalamodell.
	",http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,bruke digitale verktøy for lyd- og bildebehandling
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,analysere store data,released,skill/competence,cross-sector,,"Innhente og vurdere store mengder numeriske data, særlig for å identifisere mønstre i dataene.",http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f | http://data.europa.eu/esco/skill/1b70a55d-b8a4-49fc-96c6-15ab4cff2522 | http://data.europa.eu/esco/skill/81a2db2c-7e55-44d0-9cd9-74c25147d7cd | http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af,"tenke kritisk | evaluere data, informasjon og digitalt innhold | utføre dataanalyse | bruke dataprosesseringsteknikker | analysere testdata | analyse og evaluering av informasjon og data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/47b9bbcf-356c-4782-83a4-7f5a1b2b51a3,Assembly (dataprogrammering),released,knowledge,sector-specific,,"Teknikker og prinsipper for programvareutvikling, som analyser, algoritmer, koding, testing og sammenstilling av programmeringsparadigmer i Assembly.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,dataprogrammering | utvikling og analyse av programvare og dataprogrammer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/47ca0da1-cae5-4395-ae6b-fd97b9ff48d3,beste praksis for systemgjenoppretting,released,knowledge,cross-sector,,Forberedelse for gjenoppretting eller videreføring av teknologisk infrastruktur som er avgjørende for en organisasjon.,http://data.europa.eu/esco/isced-f/0612,utvikling og administrasjon av databaser og datanett
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4840338b-ac6c-486a-be1d-9ddfe00b8bdf,Spiralutvikling,released,knowledge,sector-specific,,Spiralutviklingsmodellen er en metode for utforming av programvaresystemer og -applikasjoner.,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9 | http://data.europa.eu/esco/isced-f/0613,Metoder innen IKT-prosjektledelse | utvikling og analyse av programvare og dataprogrammer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/484d048c-a5d1-46a5-b57f-45b69c0ac552,analysere informasjon om pipeline-database,released,skill/competence,sector-specific,,"Innhente og analysere ulike typer informasjon som er hentet ut fra databasene til rørledningsselskaper. Analysere informasjon som risikoer, ytelsesindikatorer for prosjektledelse, varetransporttider og sikkerhetskopieringsprosesser for dokumenter.",http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e,analysere forretningsvirksomheter | administrere kvantitative data
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/484df271-bb52-49f1-8f50-f19624bf4df2,biblioteker over programvarekomponenter,released,knowledge,sector-specific,,"Programvarepakker, moduler, nettjenester og ressurser som dekker et sett med tilknyttede funksjoner, og databasene hvor disse gjenbrukbare komponentene kan bli funnet.",http://data.europa.eu/esco/isced-f/0613,utvikling og analyse av programvare og dataprogrammer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/487fd260-be20-4980-a8e4-b819f0b549f1,legge til datamaskinkomponenter,released,skill/competence,cross-sector,,Foreta små justeringer av ulike datamaskiner ved å legge til komponenter.,http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb,løse dataproblemer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/489b2571-ce18-4944-b452-ed1f54e55b68,Schoology,released,knowledge,sector-specific,,"Dataprogrammet Schoology er en e-læringsplattform for å opprette, administrere, organisere, rapportere og levere e-læringskurs eller opplæringsprogrammer.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,læringsstyringssystemer | utvikling og administrasjon av databaser og datanett
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639,datateknikk,released,knowledge,cross-sector,datatekniske metoder | metoder for datateknikk,"Prosessen med å utvikle og konstruere systemer for implementering av datainnsamling og analyse i stor skala.
	",http://data.europa.eu/esco/isced-f/0611,bruk av datamaskiner
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4918ec9a-0204-4935-8b09-b0112370daa8,etablere et styringssystem for informasjonssikkerhet,released,skill/competence,sector-specific,overvåke et administrasjonssystem for informasjonssikkerhet | implementere et ISMS | overvåke et ISMS | definere et ISMS | definer et administrasjonssystem for informasjonssikkerhet | bruke et ISMS | implementere et styringssystem for informasjonssikkerhet | bruk av ISMS | definisjon av ISMS | overvåke et styringssystem for informasjonssikkerhet | definere et styringssystem for informasjonssikkerhet | bruke et styringssystem for informasjonssikkerhet,"Utforme, anvende, overvåke og gjennomgå et styringssystem for informasjonssikkerhet (ISMS) som bevarer konfidensialiteten, integriteten og tilgjengeligheten til informasjon ved å anvende en risikostyringsprosess, og gir tillit til interessenter med hensyn til tilstrekkelig håndtering av slike cybersikkerhetsrelaterte risikoer.
	",http://data.europa.eu/esco/skill/6f1edc19-191f-4ba5-a048-ee69aff05bab | http://data.europa.eu/esco/skill/2b6e15f5-dfa0-4e7c-9687-5665b07e56a4,sikkerhetsteknikk | beskytte personvern og personopplysninger
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/49320ec7-65f9-4f90-bed2-2d41784f1836,sette sammen GIS-data,released,skill/competence,cross-sector,,Innhente og organisere GIS-data fra kilder som databaser og kart.,http://data.europa.eu/esco/skill/2b834a98-14ff-47e1-8aef-cf8ffae912fa | http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,samle inn kartleggingsdata | samle opplysninger fra fysiske eller elektroniske kilder
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4959697d-3a24-4f46-af0c-b752318e6c54,ObjectStore,released,knowledge,sector-specific,,"Dataprogrammet ObjectStore er et verktøy for å opprette, oppdatere og administrere databaser, utviklet av programvareselskapet Object Design, Incorporated.",http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f | http://data.europa.eu/esco/isced-f/0612,systemer for databaseadministrering | utvikling og administrasjon av databaser og datanett
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/495ce586-09d7-4cec-83d7-2821be6590c4,programmeringsspråk for smartkontrakter,released,knowledge,sector-specific,programmeringsspråk for smart kontrakt,"Essensielle programmeringsspråk for smartkontrakter inkluderer Solidity, Rust, JavaScript, Vyper og Yul.
	",http://data.europa.eu/esco/isced-f/0613,utvikling og analyse av programvare og dataprogrammer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/49f85a99-086c-45b6-a6fa-eb90305af7b1,Chef (verktøy for programvarekonfigurasjonsstyring),released,knowledge,sector-specific,,"Verktøyet Chef er en programvare som utfører identifikasjon, kontroll og automatisering av infrastruktur, med sikte på å forenkle applikasjonens distribusjon.",http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f | http://data.europa.eu/esco/isced-f/0613,verktøy for programvarekonfigurasjonsstyring | utvikling og analyse av programvare og dataprogrammer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/49fed129-e32b-4f67-b80a-609d79e45b20,utstyr for elektronisk kommunikasjon og telekommunikasjonsutstyr,released,knowledge,sector-specific,,"De tilgjengelige elektroniske- og telekommunikasjonsutstyr og -produkter, deres funksjoner, egenskaper samt krav i lover og forskrifter.",http://data.europa.eu/esco/skill/d6d3fee7-47e2-47f4-a0ec-6c75f28c6abd | http://data.europa.eu/esco/isced-f/0714,produktforståelse | elektronikk og automasjon
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4a2a63e6-5c62-43a0-a375-fdf4c2805270,tilpasse programvare for drivsystem,released,skill/competence,cross-sector,,Tilpasse programvare til den bestemte maskinen eller anvendelsen.,http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programmering av datasystemer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4a466c62-db7d-4905-9a41-f23214810acb,GIMP (programvare for redigering av grafikk),released,knowledge,sector-specific,,Dataprogrammet GIMP er et grafisk IKT-verktøy som gjør det mulig å redigere og sette sammen grafikker for å generere både 2D-raster- og 2D-vektorgrafikker. Det er utviklet av GIMP-utviklingsteamet.,http://data.europa.eu/esco/isced-f/0611 | http://data.europa.eu/esco/skill/a71577b2-7550-4222-88ee-dcbd2d881516,bruk av datamaskiner | programvare for redigering av grafikk
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4b244020-5f28-4e20-b74f-1c2dcb6f15cb,anvende skrivebordspubliseringsteknikker,released,skill/competence,cross-sector,,Anvende teknikker og programvare for skrivebordspublisering for å skape sideoppsett og tekst av høy typografisk kvalitet.,http://data.europa.eu/esco/skill/446a36a5-2376-439f-b46b-4a214ba0acdf,"bruke programvare for tekstbehandling, publisering og presentasjon"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4b3ae518-6746-4487-8d3b-4cfc063a43d0,bruke forretningssimuleringsverktøy,released,skill/competence,sector-specific,,"Bruke programvare for å utføre simuleringer for å forbedre forretningsferdigheter som forretningssans, finans- og markedsanalyse og beslutningstaking.
	",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,bruke digitale verktøy for samarbeid og produktivitet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4b51e76e-9e8a-455f-a289-5b48246345c4,maskinvarekomponenter,released,knowledge,cross-sector,,"De essensielle komponentene som utgjør et maskinvaresystem, f.eks. flytende krystall-skjermer (LCD), kamerasensorer, mikroprosessorer, minner, modemer, batterier og deres sammenkoblinger.",http://data.europa.eu/esco/isced-f/0613,utvikling og analyse av programvare og dataprogrammer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4b88b1ee-c2d9-473a-9fe8-ba3b9c0c179a,implementere IKT-kodingskonvensjoner,released,skill/competence,occupation-specific,,"Anvende retningslinjer for IKT-programmeringsteknikker, for eksempel konvensjoner, kodedesignmønstre og praksiser for å oppnå bedre sikkerhet, pålitelighet, lesbarhet og vedlikehold for produktet.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programmering av datasystemer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4bd3cd7d-b061-4cc2-ba8d-3262065ebbf0,forberede lydutstyr på scenen,released,skill/competence,sector-specific,,"Sette opp, rigge, koble til, teste og tune lydutstyr på scenen.
	",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,installere deler av tre og metall
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4bf59dde-8a03-483f-976a-45764f1e6d6f,søkemotorer,released,knowledge,sector-specific,,Metoder og teknikker for å navigere søk og finne informasjon raskt.,http://data.europa.eu/esco/isced-f/0322,"bibliotek-, arkiv- og informasjonsfag"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a,C#,released,knowledge,sector-specific,,"Teknikkene og prinsippene for programvareutvikling, som analyser, algoritmer, koding, testing og sammenstilling av programmeringsparadigmer i C#.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,dataprogrammering | utvikling og analyse av programvare og dataprogrammer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4cb58ef4-67a9-4bea-a743-2c83ebd60e79,håndtere CNC-fresemaskin,released,skill/competence,cross-sector,,"Håndtere en fresemaskin med datamaskinbasert numerisk styring (CNC) under produksjonsprosesser som omfatter kutting av metall, tre, plast og andre materialer, og overvåke og bruke den i henhold til regelverket.",http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,bruk av digitale verktøy for å kontrollere maskineriet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4cdbc76c-75d8-4e12-8653-4820c2d5446f,testprosedyrer for mikrosystemer,released,knowledge,sector-specific,,"Metoder for testing av kvalitet, nøyaktighet og ytelse av mikrosystemer og mikroelektromekaniske systemer (MEMS) og deres materialer og komponenter før, under og etter at systemene er bygget, f.eks. parametriske tester og innbrenningstester.",http://data.europa.eu/esco/isced-f/0611,bruk av datamaskiner
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ce06d6b-f3df-40b6-b950-570be5008032,analysere skannedata av kroppen,released,skill/competence,sector-specific,,"Analysere skannede 3D-data for utvikling av prototyper, dvs. avatarer, for opprettelse av størrelsesoversikter, for endring, justering og manipulering av klesmønsteret og for testing av passformen.",http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/1b70a55d-b8a4-49fc-96c6-15ab4cff2522 | http://data.europa.eu/esco/skill/81a2db2c-7e55-44d0-9cd9-74c25147d7cd | http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af | http://data.europa.eu/esco/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696,tenke kritisk | bruke dataprosesseringsteknikker | analysere testdata | analyse og evaluering av informasjon og data | inspisere data
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4d85b881-e490-4b4c-897a-2faa4ef53956,administrere IKT-dataarkitektur,released,skill/competence,sector-specific,,"Føre tilsyn med regler og bruke IKT-teknikker til å definere arkitekturen for informasjonssystemene og til å kontrollere innsamling, lagring, konsolidering, organisering og bruk av data i en organisasjon.",http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,designe it-system eller -programvare
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4d97e3c3-f335-47cc-a4ee-0d779fd42222,"administrere data, informasjon og digitalt innhold",released,skill/competence,cross-sector,,"Organisere, lagre og hente ut data, informasjon og innhold i digitale miljøer. Organisere og behandle dem i et strukturert miljø.",http://data.europa.eu/esco/skill/629685b8-5f9e-4522-8cff-b3e2c4ec625a | http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,digital databehandling | administrasjon av informasjon
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4da171e5-779c-4983-a76f-91c16751e99f,MySQL,released,knowledge,sector-specific,,"Dataprogrammet MySQL er et verktøy for å opprette, oppdatere og administrere databaser, for tiden utviklet av programvareselskapet Oracle.",http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f | http://data.europa.eu/esco/isced-f/0612,systemer for databaseadministrering | utvikling og administrasjon av databaser og datanett
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4da4587a-fd0b-4ca2-886c-c42a1562d432,designe datanettverk,released,skill/competence,sector-specific,opprette nettsky | implementere nettsky,"Bruke skynettverkskonsepter og implementere tilkoblingstjenester i skyen. Definer nettverksarkitekturer i nettskyen, foreslå optimaliserte design basert på evaluering av en eksisterende implementering, på grunnlag av kundens krav. Evaluere og optimere kostnadsallokeringer for et bestemt nettverksdesign med visse skyressurser og programdataflyt.
	",http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,designe it-system eller -programvare
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4dc5042a-b2b4-4ad5-a39b-3558b073cec7,bruke spesialisert utstyr,released,skill/competence,sector-specific,,"Bruke spesialutstyr, for eksempel elektromikroskop, telemetri, digital bildeanalyse, GPS og datamodellering i undersøkelser og analyser av produksjonsmetoden.",http://data.europa.eu/esco/skill/7ca69606-5ffc-4668-ae53-713c1f1612e6,betjene vitenskapelig og laboratorisk utstyr
